gutenberg_id,chunk_id,ci_flow,article_text
8547,25,"CI Flow: narrator sends religious beliefs or loyalties about None to public based on public record, classified as appropriate based on the explicit norm in the religion context of [""religious teachings and interpretations are to be shared publicly for instruction and guidance""]","(11) [g'milut chasadim] ""benevolence,"" ""the doing of
      kindnesses,"" consists of practical deeds of personal service,
      as visiting the sick, burying the dead, comforting mourners,
      peacemaking, etc.  It is greater than [tzedakah] ""charity"" in
      its narrower sense, as benevolence may be shown to the rich as
      well as to the poor.  See Friedlander, _ibid._, pp. 301-305.
      On this verse, see Herford, _ibid._, p. 22 _et seq._

3. Antigonus of Soko (12) received (the tradition) from Simon, the
Just.  He used to say, ""Be not like hirelings who work for their
master for the sake of receiving recompense; but be like servants who
minister to their master without any thought of receiving a reward;
and let the fear of Heaven (13) be upon you.""

      (12) According to _Abot de-Rabbi Natan_, Chapter V, ed.
      Schechter, p. 26, Antigonus had two disciples, Zadok and
      Boethos, from whom arose the Sadducees and the heretical sect
      of Boethusians, from their misinterpretation of this verse,
      both denying the doctrines of immortality of the soul and
      resurrection.  Se Kohut, _The Ethics of the Fathers_, p. 43;
      Schurer, _History_, II, ii. p. 29 _et seq._; Geiger, _Judaism
      and Its History_, p. 99 _et seq._; and _Jewish Encyclopedia_,
      arts. _Boethusians_ and _Sadducees_.

      (13) ""The fear of Heaven"" does not mean dread of punishment,
      but rather awe at the greatness and might of God, and is
      identical with love and service (see Deuteronomy, VI, 13 and
      X, 12).  It is produced by following out the practices
      ordained in the _Torah_ (Maimonides, _Guide for the
      Perplexed_, ed. Friedlander, p. 392).  Consult Friedlander,
      _Jewish Religion_, pp. 273-274, the _Jewish Encyclopedia_,
      art. _Fear of God_, and Schechter, _Aspects_, p. 72."
8547,26,"CI Flow: jose, the son of joezer, of zeredah sends wisdom or advice about None to audience based on social obligation, classified as appropriate based on the explicit norm in the religious or educational context of [""wise advice should be shared with the community to promote learning and growth""]","4. Jose, the son of Joezer, of Zeredah, and Jose, the son of Jochanan
(14), of Jerusalem received (the tradition) from them (15).  Jose, the
son of Joezer, of Zeredah said, ""Let thy house be a meeting-place for
the wise; cover thyself with the dust of their feet (16), and drink in
their words with thirst.""

      (14) In _Chagigah_, II, 2, we are told that when two leading
      teachers are named in the _Mishnah_ as having received the
      _Torah_, they constitute a ""pair"" ([zug]), the first being the
      president([nasi]), and the second the vice-president ([av beit
      din]) of the _Sanhedrin_.  There were five pairs of such
      teachers, flourishing between 170 and 30 B.C.E., the first
      being Jose b. Joezer and Jose b. Jochanan, and the last being
      Hillel and Shammai.  See Frankel, _Monatschrift_, 1852, pp.
      405-421, Mielziner, _Introduction_, pp. 22-23, and Strack,
      _Spruche_, p. 13.

      (15) Some texts read ""from him"" ([mimenu]).  ""From them"" must
      refer to disciples of Antigonus whose sayings have been lost.

      (16) It was the custom of pupils to sit at the feet of their
      teachers.

5. Jose, the son of Jochanan, of Jerusalem said, ""Let thy house be
open wide; let the poor be members of thy household, and engage not in
much gossip with woman.""  This applies to one's own wife; how much
more (17), then, to the wife of one's neighbor?  Hence the sages say,
""Whoso engages in much gossip with woman brings evil upon himself,
neglects the study of the _Torah_, and will in the end inherit
_gehinnom_"" (18).

      (17) On the _kalwa-chomer_, ""a conclusion _a minori ad
      majus_,"" see Meilziner, _Introduction to the Talmud_, p. 130
      _et seq._, and Strack, _Einleitung in den Talmud_, p. 120.
      Cf. Chapter VI, 3.  The equivalent biblical expression is [af
      ki]."
8547,26,"CI Flow: jose, the son of jochanan, of jerusalem sends social advice about None to public based on social obligation, classified as appropriate based on the explicit norm in the social etiquette context of [""householders are expected to be hospitable to the poor"", ""excessive gossip with women is discouraged""]","4. Jose, the son of Joezer, of Zeredah, and Jose, the son of Jochanan
(14), of Jerusalem received (the tradition) from them (15).  Jose, the
son of Joezer, of Zeredah said, ""Let thy house be a meeting-place for
the wise; cover thyself with the dust of their feet (16), and drink in
their words with thirst.""

      (14) In _Chagigah_, II, 2, we are told that when two leading
      teachers are named in the _Mishnah_ as having received the
      _Torah_, they constitute a ""pair"" ([zug]), the first being the
      president([nasi]), and the second the vice-president ([av beit
      din]) of the _Sanhedrin_.  There were five pairs of such
      teachers, flourishing between 170 and 30 B.C.E., the first
      being Jose b. Joezer and Jose b. Jochanan, and the last being
      Hillel and Shammai.  See Frankel, _Monatschrift_, 1852, pp.
      405-421, Mielziner, _Introduction_, pp. 22-23, and Strack,
      _Spruche_, p. 13.

      (15) Some texts read ""from him"" ([mimenu]).  ""From them"" must
      refer to disciples of Antigonus whose sayings have been lost.

      (16) It was the custom of pupils to sit at the feet of their
      teachers.

5. Jose, the son of Jochanan, of Jerusalem said, ""Let thy house be
open wide; let the poor be members of thy household, and engage not in
much gossip with woman.""  This applies to one's own wife; how much
more (17), then, to the wife of one's neighbor?  Hence the sages say,
""Whoso engages in much gossip with woman brings evil upon himself,
neglects the study of the _Torah_, and will in the end inherit
_gehinnom_"" (18).

      (17) On the _kalwa-chomer_, ""a conclusion _a minori ad
      majus_,"" see Meilziner, _Introduction to the Talmud_, p. 130
      _et seq._, and Strack, _Einleitung in den Talmud_, p. 120.
      Cf. Chapter VI, 3.  The equivalent biblical expression is [af
      ki]."
8547,26,"CI Flow: sages sends moral and religious caution about None to public based on public record, classified as appropriate based on the explicit norm in the religious context of [""moral and religious teachings are to be shared with the community""]","4. Jose, the son of Joezer, of Zeredah, and Jose, the son of Jochanan
(14), of Jerusalem received (the tradition) from them (15).  Jose, the
son of Joezer, of Zeredah said, ""Let thy house be a meeting-place for
the wise; cover thyself with the dust of their feet (16), and drink in
their words with thirst.""

      (14) In _Chagigah_, II, 2, we are told that when two leading
      teachers are named in the _Mishnah_ as having received the
      _Torah_, they constitute a ""pair"" ([zug]), the first being the
      president([nasi]), and the second the vice-president ([av beit
      din]) of the _Sanhedrin_.  There were five pairs of such
      teachers, flourishing between 170 and 30 B.C.E., the first
      being Jose b. Joezer and Jose b. Jochanan, and the last being
      Hillel and Shammai.  See Frankel, _Monatschrift_, 1852, pp.
      405-421, Mielziner, _Introduction_, pp. 22-23, and Strack,
      _Spruche_, p. 13.

      (15) Some texts read ""from him"" ([mimenu]).  ""From them"" must
      refer to disciples of Antigonus whose sayings have been lost.

      (16) It was the custom of pupils to sit at the feet of their
      teachers.

5. Jose, the son of Jochanan, of Jerusalem said, ""Let thy house be
open wide; let the poor be members of thy household, and engage not in
much gossip with woman.""  This applies to one's own wife; how much
more (17), then, to the wife of one's neighbor?  Hence the sages say,
""Whoso engages in much gossip with woman brings evil upon himself,
neglects the study of the _Torah_, and will in the end inherit
_gehinnom_"" (18).

      (17) On the _kalwa-chomer_, ""a conclusion _a minori ad
      majus_,"" see Meilziner, _Introduction to the Talmud_, p. 130
      _et seq._, and Strack, _Einleitung in den Talmud_, p. 120.
      Cf. Chapter VI, 3.  The equivalent biblical expression is [af
      ki]."
8547,27,"CI Flow: joshua, the son of perachyah sends educational guidance about None to public based on social obligation, classified as appropriate based on the explicit norm in the education context of [""it is expected to provide guidance and advice to the community for personal and social development""]","(18) [gey-hinim (gimil-yud hey-nun-yud-mem(sofit))], [gei
      ben-hinim], a glen south of Jerusalem where Moloch was
      worshipped, whence a place where the wicked were punished in
      the hereafter; ""hell, being the opposite of 'the Garden of
      Eden,'"" ""paradise.""  Cf. chapter V, 22 and 23.  See
      Friedlander, _Jewish Religion_, p. 223.

6. Joshua, the son of Perachyah, and Nittai, the Arbelite, received
(the tradition) from them.  Joshua, the son of Perachyah, said,
""Provide thyself with a teacher, and possess thyself of a companion
(19); and judge every man in the scale of merit.""

      (19) A fellow-student.

7. Nittai, the Arbelite, said, ""Keep aloof from a bad neighbor (20);
associate not with the wicked, and abandon not the belief in
retribution"" (21).

      (20) Cf. chapter II, 14.

      (21) This may mean either that one must not imagine that
      punishment for evil deeds will not befall him, or when
      punishment has been meted out, one must not despair of the
      good.

8. Judah, the son of Tabbi, and Simeon, the son of Shatach (22),
received (the tradition) from them.  Judah, the son of Tabbi, said,
""(In the judge's office) act not the counsel's part (23); while the
litigants are standing before thee, let them be regarded by thee as
guilty, but when they are departed from thy presence, regard them as
innocent, the verdict having been acquiesced in by them.""

      (22) Lived about 104-69 B.C.E.  He was a leader of the
      Pharisees at the time of Alexander Jannaeus.

      (23) A judge should be strictly impartial.

9. Simeon, the son of Shatach, said, ""Be very searching in the
examination of witnesses (24), and be guarded in thy words, lest
through them they learn to lie.""

      (24) It is related that the son of Simeon b. Shatach was
      innocently condemned to death, because the witnesses were not
      carefully cross-questioned."
8547,27,"CI Flow: nittai, the arbelite sends social guidance about None to public based on social obligation, classified as appropriate based on the explicit norm in the social etiquette context of [""citizens are expected to provide moral and social guidance to the community"", ""advice on avoiding bad influences and maintaining faith in retribution is a form of social responsibility""]","(18) [gey-hinim (gimil-yud hey-nun-yud-mem(sofit))], [gei
      ben-hinim], a glen south of Jerusalem where Moloch was
      worshipped, whence a place where the wicked were punished in
      the hereafter; ""hell, being the opposite of 'the Garden of
      Eden,'"" ""paradise.""  Cf. chapter V, 22 and 23.  See
      Friedlander, _Jewish Religion_, p. 223.

6. Joshua, the son of Perachyah, and Nittai, the Arbelite, received
(the tradition) from them.  Joshua, the son of Perachyah, said,
""Provide thyself with a teacher, and possess thyself of a companion
(19); and judge every man in the scale of merit.""

      (19) A fellow-student.

7. Nittai, the Arbelite, said, ""Keep aloof from a bad neighbor (20);
associate not with the wicked, and abandon not the belief in
retribution"" (21).

      (20) Cf. chapter II, 14.

      (21) This may mean either that one must not imagine that
      punishment for evil deeds will not befall him, or when
      punishment has been meted out, one must not despair of the
      good.

8. Judah, the son of Tabbi, and Simeon, the son of Shatach (22),
received (the tradition) from them.  Judah, the son of Tabbi, said,
""(In the judge's office) act not the counsel's part (23); while the
litigants are standing before thee, let them be regarded by thee as
guilty, but when they are departed from thy presence, regard them as
innocent, the verdict having been acquiesced in by them.""

      (22) Lived about 104-69 B.C.E.  He was a leader of the
      Pharisees at the time of Alexander Jannaeus.

      (23) A judge should be strictly impartial.

9. Simeon, the son of Shatach, said, ""Be very searching in the
examination of witnesses (24), and be guarded in thy words, lest
through them they learn to lie.""

      (24) It is related that the son of Simeon b. Shatach was
      innocently condemned to death, because the witnesses were not
      carefully cross-questioned."
8547,27,"CI Flow: judah, the son of tabbi sends legal matters (judicial conduct) about None to judges based on entitlement, classified as appropriate based on the explicit norm in the legal context of [""judges are entitled to receive guidance on their conduct to ensure impartiality and fairness in the legal process.""]","(18) [gey-hinim (gimil-yud hey-nun-yud-mem(sofit))], [gei
      ben-hinim], a glen south of Jerusalem where Moloch was
      worshipped, whence a place where the wicked were punished in
      the hereafter; ""hell, being the opposite of 'the Garden of
      Eden,'"" ""paradise.""  Cf. chapter V, 22 and 23.  See
      Friedlander, _Jewish Religion_, p. 223.

6. Joshua, the son of Perachyah, and Nittai, the Arbelite, received
(the tradition) from them.  Joshua, the son of Perachyah, said,
""Provide thyself with a teacher, and possess thyself of a companion
(19); and judge every man in the scale of merit.""

      (19) A fellow-student.

7. Nittai, the Arbelite, said, ""Keep aloof from a bad neighbor (20);
associate not with the wicked, and abandon not the belief in
retribution"" (21).

      (20) Cf. chapter II, 14.

      (21) This may mean either that one must not imagine that
      punishment for evil deeds will not befall him, or when
      punishment has been meted out, one must not despair of the
      good.

8. Judah, the son of Tabbi, and Simeon, the son of Shatach (22),
received (the tradition) from them.  Judah, the son of Tabbi, said,
""(In the judge's office) act not the counsel's part (23); while the
litigants are standing before thee, let them be regarded by thee as
guilty, but when they are departed from thy presence, regard them as
innocent, the verdict having been acquiesced in by them.""

      (22) Lived about 104-69 B.C.E.  He was a leader of the
      Pharisees at the time of Alexander Jannaeus.

      (23) A judge should be strictly impartial.

9. Simeon, the son of Shatach, said, ""Be very searching in the
examination of witnesses (24), and be guarded in thy words, lest
through them they learn to lie.""

      (24) It is related that the son of Simeon b. Shatach was
      innocently condemned to death, because the witnesses were not
      carefully cross-questioned."
8547,27,"CI Flow: simeon, the son of shatach sends legal matters (examination of witnesses, cautious speech) about None to judges or legal authorities based on entitlement, classified as appropriate based on the explicit norm in the legal context of [""judges are entitled to receive guidance on the proper examination of witnesses and the careful use of words to prevent lying.""]","(18) [gey-hinim (gimil-yud hey-nun-yud-mem(sofit))], [gei
      ben-hinim], a glen south of Jerusalem where Moloch was
      worshipped, whence a place where the wicked were punished in
      the hereafter; ""hell, being the opposite of 'the Garden of
      Eden,'"" ""paradise.""  Cf. chapter V, 22 and 23.  See
      Friedlander, _Jewish Religion_, p. 223.

6. Joshua, the son of Perachyah, and Nittai, the Arbelite, received
(the tradition) from them.  Joshua, the son of Perachyah, said,
""Provide thyself with a teacher, and possess thyself of a companion
(19); and judge every man in the scale of merit.""

      (19) A fellow-student.

7. Nittai, the Arbelite, said, ""Keep aloof from a bad neighbor (20);
associate not with the wicked, and abandon not the belief in
retribution"" (21).

      (20) Cf. chapter II, 14.

      (21) This may mean either that one must not imagine that
      punishment for evil deeds will not befall him, or when
      punishment has been meted out, one must not despair of the
      good.

8. Judah, the son of Tabbi, and Simeon, the son of Shatach (22),
received (the tradition) from them.  Judah, the son of Tabbi, said,
""(In the judge's office) act not the counsel's part (23); while the
litigants are standing before thee, let them be regarded by thee as
guilty, but when they are departed from thy presence, regard them as
innocent, the verdict having been acquiesced in by them.""

      (22) Lived about 104-69 B.C.E.  He was a leader of the
      Pharisees at the time of Alexander Jannaeus.

      (23) A judge should be strictly impartial.

9. Simeon, the son of Shatach, said, ""Be very searching in the
examination of witnesses (24), and be guarded in thy words, lest
through them they learn to lie.""

      (24) It is related that the son of Simeon b. Shatach was
      innocently condemned to death, because the witnesses were not
      carefully cross-questioned."
8547,28,"CI Flow: shemaiah sends personal wisdom or advice about None to public based on social obligation, classified as appropriate based on the explicit norm in the education context of [""wise individuals are expected to share their knowledge and advice with the community"", ""public teaching and guidance are valued and encouraged""]","10. Shemaiah and Abtalion (25) received (the tradition) from them.
Shemaiah said, ""Love work; hate lordship (26); and seek no intimacy
with the ruling power"" (27).

      (25) Lived about the middle of the first century B.C.E.

      (26) ""Woe to leadership, for it buries those who possess it.""
      (_Pesachim_, 87b).

      (27) That is, Rome.  Avoid office seeking.

11. Abtalion said, ""Ye sages, be heedful of your words, lest ye incur
the penalty of exile and be exiled to a place of evil waters, and the
disciples who come after you drink thereof and die, and the Heavenly
Name be profaned"" (28).

      (28) Scholars must be careful in their teachings, lest their
      disciples misinterpret their words, and thus adopt false
      doctrines, as was the case with the disciples of Antigonus of
      Soko (_Supra_, n. 12).  ""Evil waters"" may stand for evil
      doctrines or evil people.  When a teacher went into
      banishment, he was usually followed by his disciples.
      Departure from the law is equivalent to death.

12. Hillel and Shammai (29) received (the tradition) from them.
Hillel said, ""Be of the disciples of Aaron, loving peace and pursuing
peace (30), loving mankind and drawing them night to the _Torah_""
(31).  13. He used to say, ""A name made great is a name destroyed
(32); he who does not increase (his knowledge) decreases (it); and he
who does not study deserves to die; and he who makes a worldly use of
the crown (of the _Torah_) shall waste away.""  14. He used to say, ""If
I am not for myself, who will be for me?  But if I care for myself
only, what am I? (33).  And if not now, when?"""
8547,28,"CI Flow: abtalion sends professional and ethical guidance about None to sages based on social obligation, classified as appropriate based on the explicit norm in the religious and educational context of [""sages are expected to be cautious with their words to avoid negative consequences"", ""sages have a duty to protect the heavenly name from profanation""]","10. Shemaiah and Abtalion (25) received (the tradition) from them.
Shemaiah said, ""Love work; hate lordship (26); and seek no intimacy
with the ruling power"" (27).

      (25) Lived about the middle of the first century B.C.E.

      (26) ""Woe to leadership, for it buries those who possess it.""
      (_Pesachim_, 87b).

      (27) That is, Rome.  Avoid office seeking.

11. Abtalion said, ""Ye sages, be heedful of your words, lest ye incur
the penalty of exile and be exiled to a place of evil waters, and the
disciples who come after you drink thereof and die, and the Heavenly
Name be profaned"" (28).

      (28) Scholars must be careful in their teachings, lest their
      disciples misinterpret their words, and thus adopt false
      doctrines, as was the case with the disciples of Antigonus of
      Soko (_Supra_, n. 12).  ""Evil waters"" may stand for evil
      doctrines or evil people.  When a teacher went into
      banishment, he was usually followed by his disciples.
      Departure from the law is equivalent to death.

12. Hillel and Shammai (29) received (the tradition) from them.
Hillel said, ""Be of the disciples of Aaron, loving peace and pursuing
peace (30), loving mankind and drawing them night to the _Torah_""
(31).  13. He used to say, ""A name made great is a name destroyed
(32); he who does not increase (his knowledge) decreases (it); and he
who does not study deserves to die; and he who makes a worldly use of
the crown (of the _Torah_) shall waste away.""  14. He used to say, ""If
I am not for myself, who will be for me?  But if I care for myself
only, what am I? (33).  And if not now, when?"""
8547,28,"CI Flow: hillel sends religious and moral teachings about None to public based on social obligation, classified as appropriate based on the explicit norm in the religion context of [""religious leaders are expected to provide moral and spiritual guidance to the community"", ""teachings that promote peace and love are considered beneficial and should be shared""]","10. Shemaiah and Abtalion (25) received (the tradition) from them.
Shemaiah said, ""Love work; hate lordship (26); and seek no intimacy
with the ruling power"" (27).

      (25) Lived about the middle of the first century B.C.E.

      (26) ""Woe to leadership, for it buries those who possess it.""
      (_Pesachim_, 87b).

      (27) That is, Rome.  Avoid office seeking.

11. Abtalion said, ""Ye sages, be heedful of your words, lest ye incur
the penalty of exile and be exiled to a place of evil waters, and the
disciples who come after you drink thereof and die, and the Heavenly
Name be profaned"" (28).

      (28) Scholars must be careful in their teachings, lest their
      disciples misinterpret their words, and thus adopt false
      doctrines, as was the case with the disciples of Antigonus of
      Soko (_Supra_, n. 12).  ""Evil waters"" may stand for evil
      doctrines or evil people.  When a teacher went into
      banishment, he was usually followed by his disciples.
      Departure from the law is equivalent to death.

12. Hillel and Shammai (29) received (the tradition) from them.
Hillel said, ""Be of the disciples of Aaron, loving peace and pursuing
peace (30), loving mankind and drawing them night to the _Torah_""
(31).  13. He used to say, ""A name made great is a name destroyed
(32); he who does not increase (his knowledge) decreases (it); and he
who does not study deserves to die; and he who makes a worldly use of
the crown (of the _Torah_) shall waste away.""  14. He used to say, ""If
I am not for myself, who will be for me?  But if I care for myself
only, what am I? (33).  And if not now, when?"""
8547,28,"CI Flow: hillel sends moral and educational guidance about None to public based on social obligation, classified as appropriate based on the explicit norm in the education context of [""moral and educational guidance should be shared with the community to promote learning and ethical behavior""]","10. Shemaiah and Abtalion (25) received (the tradition) from them.
Shemaiah said, ""Love work; hate lordship (26); and seek no intimacy
with the ruling power"" (27).

      (25) Lived about the middle of the first century B.C.E.

      (26) ""Woe to leadership, for it buries those who possess it.""
      (_Pesachim_, 87b).

      (27) That is, Rome.  Avoid office seeking.

11. Abtalion said, ""Ye sages, be heedful of your words, lest ye incur
the penalty of exile and be exiled to a place of evil waters, and the
disciples who come after you drink thereof and die, and the Heavenly
Name be profaned"" (28).

      (28) Scholars must be careful in their teachings, lest their
      disciples misinterpret their words, and thus adopt false
      doctrines, as was the case with the disciples of Antigonus of
      Soko (_Supra_, n. 12).  ""Evil waters"" may stand for evil
      doctrines or evil people.  When a teacher went into
      banishment, he was usually followed by his disciples.
      Departure from the law is equivalent to death.

12. Hillel and Shammai (29) received (the tradition) from them.
Hillel said, ""Be of the disciples of Aaron, loving peace and pursuing
peace (30), loving mankind and drawing them night to the _Torah_""
(31).  13. He used to say, ""A name made great is a name destroyed
(32); he who does not increase (his knowledge) decreases (it); and he
who does not study deserves to die; and he who makes a worldly use of
the crown (of the _Torah_) shall waste away.""  14. He used to say, ""If
I am not for myself, who will be for me?  But if I care for myself
only, what am I? (33).  And if not now, when?"""
8547,28,"CI Flow: hillel sends philosophical and ethical reflection about None to public based on public record, classified as appropriate based on the explicit norm in the philosophical teaching context of [""moral and ethical teachings are to be shared publicly for the benefit of the community""]","10. Shemaiah and Abtalion (25) received (the tradition) from them.
Shemaiah said, ""Love work; hate lordship (26); and seek no intimacy
with the ruling power"" (27).

      (25) Lived about the middle of the first century B.C.E.

      (26) ""Woe to leadership, for it buries those who possess it.""
      (_Pesachim_, 87b).

      (27) That is, Rome.  Avoid office seeking.

11. Abtalion said, ""Ye sages, be heedful of your words, lest ye incur
the penalty of exile and be exiled to a place of evil waters, and the
disciples who come after you drink thereof and die, and the Heavenly
Name be profaned"" (28).

      (28) Scholars must be careful in their teachings, lest their
      disciples misinterpret their words, and thus adopt false
      doctrines, as was the case with the disciples of Antigonus of
      Soko (_Supra_, n. 12).  ""Evil waters"" may stand for evil
      doctrines or evil people.  When a teacher went into
      banishment, he was usually followed by his disciples.
      Departure from the law is equivalent to death.

12. Hillel and Shammai (29) received (the tradition) from them.
Hillel said, ""Be of the disciples of Aaron, loving peace and pursuing
peace (30), loving mankind and drawing them night to the _Torah_""
(31).  13. He used to say, ""A name made great is a name destroyed
(32); he who does not increase (his knowledge) decreases (it); and he
who does not study deserves to die; and he who makes a worldly use of
the crown (of the _Torah_) shall waste away.""  14. He used to say, ""If
I am not for myself, who will be for me?  But if I care for myself
only, what am I? (33).  And if not now, when?"""
8547,29,"CI Flow: narrator sends character assessment about None to reader based on public record, classified as appropriate based on the explicit norm in the educational context of [""historical and biographical information is considered public knowledge and can be shared for educational purposes""]","(29) Hillel and Shammai, the most renowned of the ""pairs""
      ([zugot]), lived about 100 years before the destruction of the
      Temple.  Each was the founder of a school, _Bet Hillel_ and
      _Bet Shammai_, being generally opposed to one another in the
      interpretation of the _Torah_.  Hillel was the embodiment of
      humility, gentleness, and kindness; Shammai was irritable, and
      lacked gentleness and patience.  The former's most celebrated
      saying is, ""What is hateful to thee do not do unto thy fellow
      man; this is the whole _Torah_, the rest is mere commentary.""
      See Bacher, _Agada der Tanaiten_; Schurer, _History_, I, ii,
      p. 359 _et seq._; Myers, _story of the Jewish People_, I, p.
      136 _et seq._; geiger, _Judaism and its History_, p. 113 _et
      seq._

      (30) Psalm XXIV, 15: ""Seek peace and pursue it.""

      (31) Draw men to the _Torah_ by good example, not by
      endeavoring to make converts.

      (32) He who seeks a name loses fame.

      (33) Be self-reliant, but not selfish.

15. Shammai said, ""Set a fixed time for thy (study of) _Torah;_ say
little and do much (34); and receive all men with a cheerful
countenance.""

      (34) Or ""promise little.""  Be like Abraham, who promised only
      bread, but brought a ""calf tender and good"" (Genesis XVIII, 5
      and 7).

16. Rabban (35) Gamaliel said, ""Provide thyself with a teacher; be
quit of doubt (36); and accustom not thyself to give tithes (37) by a
conjectural estimate.""

      (35) ""Our teacher,"" ""our master,"" a title given only to the
      presidents of the _Sanhendrin_, Gamaliel being the first to be
      thus known.  Gamaliel was a grandson of Hillel and a teacher
      of Paul.  See Strack, _Einleitung_, p. 85.

      (36) Establish over you the authority of a teacher, to hold
      you from the clutch of doubt (Kohut)."
8547,29,"CI Flow: hillel sends religious or moral principle about None to reader based on public record, classified as appropriate based on the explicit norm in the religious and educational context of [""religious teachings and moral principles are to be shared and taught to the community""]","(29) Hillel and Shammai, the most renowned of the ""pairs""
      ([zugot]), lived about 100 years before the destruction of the
      Temple.  Each was the founder of a school, _Bet Hillel_ and
      _Bet Shammai_, being generally opposed to one another in the
      interpretation of the _Torah_.  Hillel was the embodiment of
      humility, gentleness, and kindness; Shammai was irritable, and
      lacked gentleness and patience.  The former's most celebrated
      saying is, ""What is hateful to thee do not do unto thy fellow
      man; this is the whole _Torah_, the rest is mere commentary.""
      See Bacher, _Agada der Tanaiten_; Schurer, _History_, I, ii,
      p. 359 _et seq._; Myers, _story of the Jewish People_, I, p.
      136 _et seq._; geiger, _Judaism and its History_, p. 113 _et
      seq._

      (30) Psalm XXIV, 15: ""Seek peace and pursue it.""

      (31) Draw men to the _Torah_ by good example, not by
      endeavoring to make converts.

      (32) He who seeks a name loses fame.

      (33) Be self-reliant, but not selfish.

15. Shammai said, ""Set a fixed time for thy (study of) _Torah;_ say
little and do much (34); and receive all men with a cheerful
countenance.""

      (34) Or ""promise little.""  Be like Abraham, who promised only
      bread, but brought a ""calf tender and good"" (Genesis XVIII, 5
      and 7).

16. Rabban (35) Gamaliel said, ""Provide thyself with a teacher; be
quit of doubt (36); and accustom not thyself to give tithes (37) by a
conjectural estimate.""

      (35) ""Our teacher,"" ""our master,"" a title given only to the
      presidents of the _Sanhendrin_, Gamaliel being the first to be
      thus known.  Gamaliel was a grandson of Hillel and a teacher
      of Paul.  See Strack, _Einleitung_, p. 85.

      (36) Establish over you the authority of a teacher, to hold
      you from the clutch of doubt (Kohut)."
8547,29,"CI Flow: shammai sends religious guidance about None to reader based on public record, classified as appropriate based on the explicit norm in the religious and educational context of [""religious teachings and guidance are to be shared publicly for the benefit of the community""]","(29) Hillel and Shammai, the most renowned of the ""pairs""
      ([zugot]), lived about 100 years before the destruction of the
      Temple.  Each was the founder of a school, _Bet Hillel_ and
      _Bet Shammai_, being generally opposed to one another in the
      interpretation of the _Torah_.  Hillel was the embodiment of
      humility, gentleness, and kindness; Shammai was irritable, and
      lacked gentleness and patience.  The former's most celebrated
      saying is, ""What is hateful to thee do not do unto thy fellow
      man; this is the whole _Torah_, the rest is mere commentary.""
      See Bacher, _Agada der Tanaiten_; Schurer, _History_, I, ii,
      p. 359 _et seq._; Myers, _story of the Jewish People_, I, p.
      136 _et seq._; geiger, _Judaism and its History_, p. 113 _et
      seq._

      (30) Psalm XXIV, 15: ""Seek peace and pursue it.""

      (31) Draw men to the _Torah_ by good example, not by
      endeavoring to make converts.

      (32) He who seeks a name loses fame.

      (33) Be self-reliant, but not selfish.

15. Shammai said, ""Set a fixed time for thy (study of) _Torah;_ say
little and do much (34); and receive all men with a cheerful
countenance.""

      (34) Or ""promise little.""  Be like Abraham, who promised only
      bread, but brought a ""calf tender and good"" (Genesis XVIII, 5
      and 7).

16. Rabban (35) Gamaliel said, ""Provide thyself with a teacher; be
quit of doubt (36); and accustom not thyself to give tithes (37) by a
conjectural estimate.""

      (35) ""Our teacher,"" ""our master,"" a title given only to the
      presidents of the _Sanhendrin_, Gamaliel being the first to be
      thus known.  Gamaliel was a grandson of Hillel and a teacher
      of Paul.  See Strack, _Einleitung_, p. 85.

      (36) Establish over you the authority of a teacher, to hold
      you from the clutch of doubt (Kohut)."
8547,29,"CI Flow: rabban gamaliel sends religious guidance about None to reader based on public record, classified as appropriate based on the explicit norm in the religious and educational context of [""religious teachings and guidance are to be shared publicly for the benefit of the community""]","(29) Hillel and Shammai, the most renowned of the ""pairs""
      ([zugot]), lived about 100 years before the destruction of the
      Temple.  Each was the founder of a school, _Bet Hillel_ and
      _Bet Shammai_, being generally opposed to one another in the
      interpretation of the _Torah_.  Hillel was the embodiment of
      humility, gentleness, and kindness; Shammai was irritable, and
      lacked gentleness and patience.  The former's most celebrated
      saying is, ""What is hateful to thee do not do unto thy fellow
      man; this is the whole _Torah_, the rest is mere commentary.""
      See Bacher, _Agada der Tanaiten_; Schurer, _History_, I, ii,
      p. 359 _et seq._; Myers, _story of the Jewish People_, I, p.
      136 _et seq._; geiger, _Judaism and its History_, p. 113 _et
      seq._

      (30) Psalm XXIV, 15: ""Seek peace and pursue it.""

      (31) Draw men to the _Torah_ by good example, not by
      endeavoring to make converts.

      (32) He who seeks a name loses fame.

      (33) Be self-reliant, but not selfish.

15. Shammai said, ""Set a fixed time for thy (study of) _Torah;_ say
little and do much (34); and receive all men with a cheerful
countenance.""

      (34) Or ""promise little.""  Be like Abraham, who promised only
      bread, but brought a ""calf tender and good"" (Genesis XVIII, 5
      and 7).

16. Rabban (35) Gamaliel said, ""Provide thyself with a teacher; be
quit of doubt (36); and accustom not thyself to give tithes (37) by a
conjectural estimate.""

      (35) ""Our teacher,"" ""our master,"" a title given only to the
      presidents of the _Sanhendrin_, Gamaliel being the first to be
      thus known.  Gamaliel was a grandson of Hillel and a teacher
      of Paul.  See Strack, _Einleitung_, p. 85.

      (36) Establish over you the authority of a teacher, to hold
      you from the clutch of doubt (Kohut)."
